Region,Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Voluntary Assisted Dying,Offences Against the Person,Unlawful Entry,Unlawful Entry With Intent - Dwelling,Unlawful Entry Without Violence - Dwelling,Unlawful Entry With Violence - Dwelling,Unlawful Entry With Intent - Shop,Unlawful Entry With Intent - Other,Arson,Other Property Damage,Unlawful Use of Motor Vehicle,Other Theft (excl. Unlawful Entry),Stealing from Dwellings,Shop Stealing,Vehicles (steal from/enter with intent),Other Stealing,Fraud,Fraud by Computer,Fraud by Cheque,Fraud by Credit Card,Identity Fraud,Other Fraud,Handling Stolen Goods,Possess Property Suspected Stolen,Receiving Stolen Property,Possess etc. Tainted Property,Other Handling Stolen Goods,Offences Against Property,Drug Offences,Trafficking Drugs,Possess Drugs,Produce Drugs,Sell Supply Drugs,Other Drug Offences,Prostitution Offences,Found in Places Used for Purpose of Prostitution Offences,Have Interest in Premises Used for Prostitution Offences,Knowingly Participate in Provision Prostitution Offences,Public Soliciting,Procuring Prostitution,Permit Minor to be at a Place Used for Prostitution Offences,Advertising Prostitution,Other Prostitution Offences,Liquor (excl. Drunkenness),Gaming Racing & Betting Offences,Breach Domestic Violence Protection Order,Trespassing and Vagrancy,Weapons Act Offences,Unlawful Possess Concealable Firearm,Unlawful Possess Firearm - Other,Bomb Possess and/or use of,Possess and/or use other weapons; restricted items,Weapons Act Offences - Other,Good Order Offences,Disobey Move-on Direction,Resist Incite Hinder Obstruct Police,Fare Evasion,Public Nuisance,Stock Related Offences,Traffic and Related Offences,Dangerous Operation of a Vehicle,Drink Driving,Disqualified Driving,Interfere with Mechanism of Motor Vehicle,Miscellaneous Offences,Other Offences,Total
Brisbane,Apr-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,May-08,Adult,Female,0,0,0,0,0,0,0,37,4,9,3,21,1,0,1,0,0,0,3,0,0,0,3,0,41,36,28,28,0,1,7,1,16,6,127,7,95,8,17,69,1,3,20,0,45,39,14,5,20,0,294,231,2,102,3,5,119,7,0,0,1,6,0,0,0,0,7,0,9,13,3,0,0,0,3,0,128,5,70,4,49,0,119,1,90,28,0,6,523,2544
Brisbane,May-08,Adult,Male,0,2,2,0,0,0,0,157,9,73,18,57,38,15,23,30,23,7,24,2,3,6,13,0,251,382,222,216,6,54,106,1,112,54,297,17,119,74,87,197,0,6,17,37,137,78,15,14,47,2,1121,747,4,373,5,19,346,5,0,1,0,4,0,0,0,0,82,0,74,50,45,3,4,1,30,7,821,29,325,18,449,0,638,21,457,160,0,51,2513,11453
Brisbane,May-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,7
Brisbane,May-08,Juvenile,Female,0,0,0,0,0,0,0,16,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,19,8,2,2,0,3,3,0,20,3,106,2,94,0,10,3,0,0,0,0,3,11,4,4,2,1,151,20,0,9,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,21,1,12,2,6,0,4,0,4,0,0,4,61,656
Brisbane,May-08,Juvenile,Male,0,0,0,0,0,0,0,24,1,10,1,12,2,0,2,6,2,4,4,0,0,0,4,0,36,34,12,12,0,7,15,1,92,8,125,3,71,13,38,6,0,0,0,0,6,22,8,7,7,0,288,56,0,27,0,1,28,0,0,0,0,0,0,0,0,0,12,0,0,13,6,0,0,0,6,0,74,2,25,9,38,0,12,3,6,3,0,33,206,1443
Brisbane,May-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Jun-08,Adult,Female,1,0,0,0,0,0,0,29,2,10,6,11,0,0,0,0,0,0,4,0,0,0,4,0,34,30,23,22,1,2,5,1,10,11,128,0,86,12,30,54,2,3,13,0,36,29,8,5,16,0,263,184,0,84,3,2,95,6,0,0,0,6,0,0,0,0,12,0,17,12,8,0,0,0,8,0,126,7,64,7,48,0,223,2,190,31,0,11,599,2636
Brisbane,Jun-08,Adult,Male,2,2,1,0,0,0,1,154,7,64,17,66,28,8,20,34,15,19,23,4,0,2,17,0,243,194,100,97,3,34,60,9,125,39,305,11,106,84,104,154,3,2,51,9,89,85,21,11,53,0,911,752,7,371,17,26,331,8,0,0,0,7,1,0,0,0,85,0,79,47,46,6,8,0,29,3,722,27,256,20,419,0,707,16,549,142,0,63,2509,10640
Brisbane,Jun-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
Brisbane,Jun-08,Juvenile,Female,0,0,0,0,0,0,0,20,0,7,2,11,0,0,0,8,0,8,1,0,0,0,1,0,29,17,2,2,0,11,4,0,19,3,82,1,74,1,6,7,0,0,0,1,6,10,3,3,4,0,138,18,0,7,0,0,11,1,0,0,0,0,1,0,0,0,6,0,0,11,0,0,0,0,0,0,34,1,15,2,16,0,4,0,4,0,0,2,76,690
Brisbane,Jun-08,Juvenile,Male,0,0,0,0,0,0,0,18,1,12,0,5,8,2,6,16,1,15,5,2,0,0,3,0,47,56,37,37,0,7,12,0,137,21,92,3,62,18,9,1,0,0,0,1,0,14,4,6,4,0,321,35,0,19,0,1,15,0,0,0,0,0,0,0,0,0,11,0,3,28,24,0,0,11,12,1,86,0,25,11,50,0,18,4,10,4,0,22,227,1600
Brisbane,Jun-08,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brisbane,Jul-08,Adult,Female,0,0,0,0,0,0,0,19,1,8,3,7,0,0,0,12,12,0,2,0,1,0,1,0,33,19,11,11,0,4,4,1,16,4,144,2,108,7,27,119,2,25,18,0,74,35,10,8,17,0,338,211,0,108,2,2,99,13,1,0,1,11,0,0,0,0,12,0,11,16,7,1,0,0,5,1,94,5,63,0,26,0,125,1,99,25,0,3,492,2537
Brisbane,Jul-08,Adult,Male,0,0,0,0,0,0,0,121,5,57,6,53,53,20,33,32,23,9,34,4,11,7,12,0,240,287,193,186,7,37,57,3,115,46,270,13,98,72,87,185,1,31,35,2,116,91,26,14,51,0,997,748,5,343,10,30,360,46,0,0,0,46,0,0,0,0,65,0,63,55,43,3,6,1,27,6,648,30,226,20,372,0,574,17,410,147,0,69,2311,10421
Brisbane,Jul-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3
Brisbane,Jul-08,Juvenile,Female,0,0,0,0,0,0,0,17,0,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,2,0,0,1,0,10,3,84,1,80,0,3,1,0,0,0,0,1,3,1,1,1,0,104,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,12,0,7,1,4,0,0,0,0,0,0,3,33,438
Brisbane,Jul-08,Juvenile,Male,2,0,0,0,0,0,0,36,14,11,3,8,9,1,8,18,9,9,3,0,1,1,1,0,68,30,14,14,0,6,10,3,92,20,156,0,61,11,84,3,0,0,0,0,3,18,7,3,8,0,322,50,0,25,0,1,24,0,0,0,0,0,0,0,0,0,7,0,0,28,4,0,0,0,4,0,62,1,27,1,33,0,11,0,8,3,0,12,174,1542
Brisbane,Jul-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Aug-08,Adult,Female,0,1,1,0,0,0,0,28,2,9,6,11,0,0,0,2,0,2,5,0,0,0,5,0,36,12,8,8,0,1,3,1,9,3,94,0,69,6,19,43,3,0,9,0,31,28,7,0,21,0,190,191,1,84,1,4,101,5,1,0,1,3,0,0,0,0,5,0,12,11,6,0,0,0,6,0,125,4,74,3,44,0,151,1,114,36,0,5,511,2173
Brisbane,Aug-08,Adult,Male,0,1,1,0,0,0,0,164,12,70,17,65,36,10,26,22,10,12,28,6,1,9,12,0,251,180,101,93,8,29,50,4,146,47,321,7,93,104,117,158,23,6,37,3,89,103,16,14,72,1,959,677,3,338,17,24,295,6,2,0,0,2,0,0,2,0,97,0,83,42,45,1,5,0,31,8,743,16,243,10,474,0,721,18,545,158,0,53,2467,10660
Brisbane,Aug-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Aug-08,Juvenile,Female,0,0,0,0,0,0,0,14,0,4,4,6,0,0,0,4,0,4,0,0,0,0,0,0,18,6,4,4,0,0,2,0,15,1,94,3,73,2,16,7,0,0,0,2,5,5,2,2,1,0,128,21,0,11,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,13,1,0,0,0,1,0,25,0,14,3,8,0,2,0,2,0,0,0,66,607
Brisbane,Aug-08,Juvenile,Male,0,0,0,0,0,0,0,23,5,10,2,6,6,0,6,0,0,0,5,0,0,1,4,0,34,33,10,10,0,3,20,0,99,12,73,1,42,4,26,9,1,0,1,0,7,11,3,4,4,0,237,51,0,25,0,1,25,0,0,0,0,0,0,0,0,0,12,0,0,19,11,0,0,0,11,0,88,0,29,15,44,0,17,2,13,2,0,9,207,1293
Brisbane,Aug-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Sep-08,Adult,Female,0,0,0,0,0,0,0,29,1,7,7,14,1,0,1,4,1,3,3,0,0,1,2,0,37,13,8,8,0,3,2,1,13,7,91,4,65,1,21,54,4,1,20,1,28,26,6,2,18,0,205,199,0,79,0,5,115,19,4,1,10,3,0,0,1,0,7,0,8,9,2,0,0,0,2,0,106,2,57,3,44,0,102,1,80,21,0,3,455,2051
Brisbane,Sep-08,Adult,Male,1,1,0,0,0,0,1,126,5,57,17,47,30,5,25,21,11,10,38,5,0,9,24,0,217,192,126,122,4,26,40,6,384,46,263,15,107,49,92,170,5,21,70,5,69,60,15,7,37,1,1121,705,7,344,6,31,317,8,1,1,4,2,0,0,0,0,88,0,72,50,39,1,3,0,29,6,657,16,233,16,392,0,564,17,404,143,0,56,2239,10154
Brisbane,Sep-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Sep-08,Juvenile,Female,0,0,0,0,0,0,0,16,0,7,1,8,1,0,1,7,7,0,0,0,0,0,0,0,24,9,3,2,1,0,6,0,25,2,96,1,80,3,12,4,0,0,0,0,4,3,1,1,1,0,139,17,0,7,0,2,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,19,0,10,3,6,0,1,0,0,1,0,6,48,598
Brisbane,Sep-08,Juvenile,Male,0,0,0,0,0,0,0,31,1,13,3,14,9,0,9,11,4,7,6,0,0,0,6,0,57,46,30,29,1,5,11,0,76,21,132,4,59,35,34,5,0,0,1,1,3,15,3,5,7,0,295,65,0,30,0,3,32,0,0,0,0,0,0,0,0,0,8,0,0,24,8,0,0,0,8,0,70,1,31,2,36,0,5,2,2,1,0,14,194,1525
Brisbane,Sep-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Oct-08,Adult,Female,0,0,0,0,0,0,0,27,0,9,7,11,1,1,0,2,0,2,2,0,0,1,1,0,32,18,10,10,0,4,4,0,15,12,104,1,69,3,31,46,0,0,6,0,40,24,6,5,13,0,219,185,0,95,4,5,81,4,1,0,1,2,0,0,0,0,4,0,15,9,4,1,0,0,2,1,96,4,49,3,40,0,152,2,128,22,0,10,479,2135
Brisbane,Oct-08,Adult,Male,1,0,0,0,0,0,0,115,4,51,13,47,32,7,25,27,22,5,20,1,2,2,15,0,195,327,252,250,2,29,46,1,146,64,222,6,99,43,74,109,5,3,16,7,78,51,12,9,30,0,920,749,8,403,14,52,272,1,0,0,0,1,0,0,0,0,52,0,71,42,37,1,2,0,26,8,583,15,216,14,338,0,664,15,509,140,0,65,2264,9947
Brisbane,Oct-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Oct-08,Juvenile,Female,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,7,4,2,2,0,0,2,0,17,0,135,0,131,1,3,7,0,0,0,1,6,4,1,2,1,0,167,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,11,1,0,0,0,0,1,8,0,3,2,3,0,2,0,2,0,0,2,33,589
Brisbane,Oct-08,Juvenile,Male,0,2,2,0,0,0,0,17,1,10,1,5,2,0,2,17,9,8,5,0,0,1,4,0,43,48,17,17,0,12,19,4,129,17,106,2,58,19,27,10,0,0,0,0,10,6,2,2,2,0,320,38,0,19,0,2,17,0,0,0,0,0,0,0,0,0,7,0,0,33,9,0,0,0,8,1,62,3,24,2,33,0,13,6,7,0,0,11,173,1424
Brisbane,Oct-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Nov-08,Adult,Female,0,2,1,0,0,0,1,29,1,9,4,15,2,1,1,1,0,1,4,1,0,1,2,0,38,41,31,31,0,7,3,1,21,7,145,2,125,3,15,53,0,1,14,1,37,20,7,6,7,0,288,176,0,83,3,9,81,3,0,0,0,2,0,0,0,1,11,0,7,10,4,0,0,0,3,1,105,7,49,6,43,0,126,1,106,19,0,7,449,2292
Brisbane,Nov-08,Adult,Male,1,0,0,0,0,0,0,128,8,51,10,59,51,9,42,18,15,3,22,2,0,4,16,0,220,332,240,239,1,35,57,3,100,60,321,13,122,76,110,162,4,4,31,5,118,78,22,13,42,1,1056,595,2,303,15,28,247,2,0,0,0,1,1,0,0,0,61,0,70,51,37,2,3,0,32,0,632,14,233,9,376,1,564,21,440,102,1,75,2088,9910
Brisbane,Nov-08,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6
Brisbane,Nov-08,Juvenile,Female,0,0,0,0,0,0,0,18,0,6,0,12,0,0,0,5,1,4,0,0,0,0,0,0,23,8,4,4,0,2,2,0,18,1,90,2,75,1,12,6,0,1,0,0,5,3,1,1,1,0,126,19,0,11,0,1,7,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,20,0,9,0,11,0,5,0,5,0,0,2,62,600
Brisbane,Nov-08,Juvenile,Male,0,0,0,0,0,0,0,26,0,13,1,12,11,0,11,6,4,2,10,0,0,4,6,0,53,34,12,12,0,10,12,1,128,20,104,2,59,23,20,7,0,0,0,3,4,12,4,1,7,0,306,50,0,21,2,2,25,0,0,0,0,0,0,0,0,0,7,0,0,16,16,1,0,1,14,0,39,1,19,5,14,0,8,1,5,2,0,22,158,1369
Brisbane,Nov-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Dec-08,Adult,Female,0,0,0,0,0,0,0,24,2,3,3,16,0,0,0,3,1,2,0,0,0,0,0,0,27,20,11,11,0,1,8,1,13,10,224,4,106,7,107,58,2,3,13,2,38,17,6,0,10,1,343,129,0,57,1,5,66,2,0,1,0,1,0,0,0,0,7,0,10,6,6,1,0,0,5,0,103,4,55,4,40,0,149,2,120,27,0,11,423,2332
Brisbane,Dec-08,Adult,Male,1,0,0,0,0,0,0,150,5,64,23,58,24,8,16,20,16,4,20,4,1,2,13,0,215,213,115,115,0,32,66,2,100,40,379,12,120,47,200,110,2,4,17,9,78,80,11,10,57,2,924,515,3,269,9,14,220,5,0,2,1,1,1,0,0,0,72,0,90,68,36,0,0,0,35,1,671,17,246,17,391,0,680,22,538,118,2,49,2186,9668
Brisbane,Dec-08,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Dec-08,Juvenile,Female,0,0,0,0,0,0,0,13,0,7,0,6,1,0,1,10,1,9,2,0,0,2,0,0,26,1,1,1,0,0,0,0,6,3,154,1,140,0,13,2,0,0,0,1,1,9,6,0,3,0,175,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,1,0,17,0,6,4,7,0,2,1,1,0,0,2,38,697
Brisbane,Dec-08,Juvenile,Male,0,2,2,0,0,0,0,27,3,12,2,10,8,0,8,11,4,7,3,1,0,0,2,0,51,42,20,20,0,3,19,15,97,24,160,7,87,26,40,4,1,0,0,1,2,28,6,8,14,0,370,44,0,28,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,29,10,0,0,1,6,3,85,3,38,4,40,0,10,3,7,0,0,9,193,1682
Brisbane,Dec-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Jan-09,Adult,Female,0,0,0,0,0,0,0,37,1,13,1,22,0,0,0,0,0,0,7,0,0,0,7,0,44,15,8,7,1,2,5,0,14,2,126,4,61,2,59,75,7,11,13,5,39,42,7,7,28,0,274,133,0,60,0,2,71,3,0,0,2,1,0,0,0,0,6,0,9,5,5,0,0,0,5,0,120,3,61,3,53,0,146,1,124,21,0,6,433,2219
Brisbane,Jan-09,Adult,Male,0,2,1,0,0,0,1,132,5,54,19,54,31,6,25,40,23,17,26,3,0,5,18,0,231,137,69,61,8,20,48,3,155,36,221,11,89,35,86,139,1,3,24,2,109,75,15,13,47,0,766,530,4,275,6,20,225,9,5,0,2,2,0,0,0,0,54,0,94,50,43,3,2,1,28,9,647,27,205,14,401,1,609,17,480,111,1,50,2087,8878
Brisbane,Jan-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,9
Brisbane,Jan-09,Juvenile,Female,0,0,0,0,0,0,0,17,1,9,1,6,0,0,0,4,0,4,1,0,0,0,1,0,22,3,1,1,0,0,2,0,9,0,75,1,69,0,5,5,0,0,0,2,3,6,4,1,1,0,98,15,0,5,0,1,9,0,0,0,0,0,0,0,0,0,4,0,0,9,1,0,0,0,1,0,11,1,4,1,5,0,3,0,2,1,0,2,45,472
Brisbane,Jan-09,Juvenile,Male,0,0,0,0,0,0,0,36,0,20,2,14,9,2,7,23,5,18,7,2,0,3,2,0,75,41,18,18,0,8,15,3,75,24,96,2,52,21,21,23,0,0,11,1,11,26,9,4,13,0,288,43,0,22,2,0,19,0,0,0,0,0,0,0,0,0,11,0,1,37,10,0,0,1,9,0,62,1,25,1,35,0,14,1,9,4,0,12,190,1514
Brisbane,Jan-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Feb-09,Adult,Female,0,1,1,0,0,0,0,33,1,6,6,20,0,0,0,4,3,1,11,0,0,0,11,0,49,13,11,11,0,1,1,0,18,8,116,3,88,2,23,57,1,2,13,1,40,27,9,2,16,0,239,154,0,71,1,2,80,2,0,0,1,1,0,0,0,0,4,0,7,7,4,0,0,0,4,0,92,2,43,2,45,0,156,1,134,21,0,5,431,2119
Brisbane,Feb-09,Adult,Male,0,2,0,0,1,0,1,130,8,50,14,58,43,8,35,17,12,5,19,1,0,3,15,0,211,169,50,47,3,65,54,3,89,36,288,6,122,38,122,108,0,2,18,8,80,73,16,12,44,1,766,604,2,302,19,18,263,0,0,0,0,0,0,0,0,0,62,0,63,54,43,1,6,0,29,7,615,16,207,19,373,0,645,17,529,99,0,61,2147,9054
Brisbane,Feb-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3,8
Brisbane,Feb-09,Juvenile,Female,0,0,0,0,0,0,0,13,0,7,1,5,1,0,1,5,1,4,0,0,0,0,0,0,19,3,2,2,0,0,1,0,25,1,72,0,67,0,5,4,0,0,0,0,4,8,3,3,2,0,113,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,10,0,3,1,6,0,3,0,3,0,0,2,26,442
Brisbane,Feb-09,Juvenile,Male,0,0,0,0,0,0,0,24,5,8,4,7,4,0,4,15,2,13,6,0,0,0,6,0,49,59,41,41,0,4,14,0,74,27,83,8,36,21,18,20,0,0,15,1,4,17,5,3,9,0,280,51,0,28,0,2,21,0,0,0,0,0,0,0,0,0,13,0,1,27,11,0,0,0,10,1,60,0,28,12,20,0,12,3,8,1,0,4,179,1419
Brisbane,Feb-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Mar-09,Adult,Female,0,0,0,0,0,0,0,30,0,8,6,16,0,0,0,3,3,0,5,0,0,0,5,0,38,18,12,10,2,2,4,1,16,3,161,2,87,7,65,48,1,2,12,0,33,21,4,5,12,0,268,154,2,63,0,4,85,13,1,0,1,10,0,0,0,1,16,0,11,4,6,0,0,0,6,0,110,1,60,0,49,0,143,1,121,21,0,7,464,2264
Brisbane,Mar-09,Adult,Male,1,1,1,0,0,0,0,145,12,62,10,61,88,35,53,30,17,13,35,5,2,8,20,0,300,177,87,84,3,39,51,6,268,29,362,8,116,54,184,131,2,3,20,3,103,67,13,5,49,0,1040,513,1,260,14,13,225,4,1,0,0,1,1,0,0,1,78,0,98,45,48,3,5,0,34,6,666,23,201,5,437,0,602,13,481,108,0,56,2110,9856
Brisbane,Mar-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
