Collection year,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,2
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,5
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2017,Semester 1,Far North Queensland,Year 11,Indigenous,Cancellation,Refusal to participate in the program of instruction,15
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,2
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,12
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,25
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,10
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,8
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,37
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,4
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,1
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,3
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,3
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,2
2017,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,11
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Absences,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,9
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,6
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,7
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Property Misconduct involving own property,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Refusal to participate in the program of instruction,6
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving tobacco,5
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,13
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,3
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2017,Semester 1,Far North Queensland,Year 12,Indigenous,Cancellation,Refusal to participate in the program of instruction,14
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,15
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,5
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,12
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Property Misconduct involving own property,2
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,4
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,2
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,35
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,4
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Exclusion,Verbal or Non Verbal Misconduct involving Adults,1
2017,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,25
2017,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2017,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2017,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2017,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,3
2017,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2017,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,1
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,9
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,6
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,13
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,3
2017,Semester 2,Far North Queensland,Year 1,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,9
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,10
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2017,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,10
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,12
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,29
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Property Misconduct involving other's property,2
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,8
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Long Suspension,Absences,1
2017,Semester 2,Far North Queensland,Year 2,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,9
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,24
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,6
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,13
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,7
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,7
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,6
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,46
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,7
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,19
2017,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,9
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,37
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,7
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,15
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2017,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,14
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,5
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,8
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,8
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,45
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,10
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Property Misconduct involving other's property,6
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Refusal to participate in the program of instruction,15
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,23
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,11
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Absences,2
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2017,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,29
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,3
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,8
2017,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,8
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,8
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,7
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,10
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,6
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,62
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,8
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Property Misconduct involving own property,1
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Property Misconduct involving other's property,7
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Refusal to participate in the program of instruction,13
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,4
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,37
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2017,Semester 2,Far North Queensland,Year 5,Indigenous,Exclusion,Verbal or Non Verbal Misconduct involving Adults,1
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,12
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,4
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,48
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,24
2017,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,5
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Absences,2
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,11
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,12
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,8
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,6
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,51
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,15
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Property Misconduct involving other's property,4
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Refusal to participate in the program of instruction,11
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,31
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Exclusion,Persistently disruptive behaviour adversely affecting others,1
2017,Semester 2,Far North Queensland,Year 6,Indigenous,Exclusion,Refusal to participate in the program of instruction,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,10
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,14
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,10
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,50
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,10
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,27
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,4
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2017,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Absences,6
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,22
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,14
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,24
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,9
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,54
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Property Misconduct involving other's property,8
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Refusal to participate in the program of instruction,12
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,2
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,53
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,8
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,5
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,3
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2017,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
